web-scraper-order,web-scraper-start-url,Page1,Page1-href,Title,Rating,Price,Author,Format,PublishDate,TotalVoters
1574333343-848,https://www.bookdepository.com/bestsellers?page=4,,https://www.bookdepository.com/Bad-Blood-John-Carreyrou/9781509868087,Bad Blood : Secrets and Lies in a Silicon Valley Startup,4.45,SAR96.27 ,John Carreyrou,Paperback,11-Jul-19,"(102,652 ratings by Goodreads)"
1574333378-865,https://www.bookdepository.com/bestsellers?page=4,,https://www.bookdepository.com/Dinosaurs-Diary-Julia-Donaldson/9780141313825,The Dinosaur's Diary,3.89,SAR62.63 ,Julia Donaldson,Paperback,28-Mar-02,(112 ratings by Goodreads)
1574333384-868,https://www.bookdepository.com/bestsellers?page=4,,https://www.bookdepository.com/Dr-Seusss-ABC-Dr-Seuss/9780679882817,Dr. Seuss's ABC : An Amazing Alphabet Book,4.07,SAR42.76 ,Dr. Seuss,Board book,26-Nov-96,"(35,478 ratings by Goodreads)"
1574333357-855,https://www.bookdepository.com/bestsellers?page=4,,https://www.bookdepository.com/Shoe-Dog-Phil-Knight/9781471146725,Shoe Dog : A Memoir by the Creator of NIKE,4.47,SAR113.47 ,Phil Knight,Paperback,03-May-18,"(80,727 ratings by Goodreads)"
1574333333-843,https://www.bookdepository.com/bestsellers?page=4,,https://www.bookdepository.com/Circe-Madeline-Miller/9781408890042,Circe : The International No. 1 Bestseller - Shortlisted for the Women's Prize for Fiction 2019,4.28,SAR101 ,Madeline Miller,Paperback,24-Apr-19,"(171,103 ratings by Goodreads)"
1574333335-844,https://www.bookdepository.com/bestsellers?page=4,,https://www.bookdepository.com/Cant-Hurt-Me-David-Goggins/9781544512273,Can't Hurt Me : Master Your Mind and Defy the Odds,4.46,SAR95.82 ,David Goggins,Paperback,11-Oct-18,"(20,547 ratings by Goodreads)"
1574333339-846,https://www.bookdepository.com/bestsellers?page=4,,https://www.bookdepository.com/52-Things-Do-While-You-Poo-Hugh-Jassburn/9781849534970,52 Things to Do While You Poo,3.6,SAR64.27 ,Hugh Jassburn,Hardback,15-Dec-14,(138 ratings by Goodreads)
1574333347-850,https://www.bookdepository.com/bestsellers?page=4,,https://www.bookdepository.com/Daily-Stoic-Ryan-Holiday/9781781257654,"The Daily Stoic : 366 Meditations on Wisdom, Perseverance, and the Art of Living:  Featuring new translations of Seneca, Epictetus, and Marcus Aurelius",4.36,SAR75.84 ,Ryan Holiday,Paperback,27-Oct-16,"(7,761 ratings by Goodreads)"
1574333328-841,https://www.bookdepository.com/bestsellers?page=4,,https://www.bookdepository.com/Art-War-Sun-Tzu/9780007420124,The Art of War,3.96,SAR44.63 ,Sun Tzu,Paperback,18-Oct-11,"(220,847 ratings by Goodreads)"
1574333337-845,https://www.bookdepository.com/bestsellers?page=4,,https://www.bookdepository.com/Kitty-Flanagans-488-Rules-for-Life-Kitty-Flanagan/9781760875305,Kitty Flanagan's 488 Rules for Life : The Thankless Art of Being Correct,4.33,SAR87.81 ,Kitty Flanagan,Paperback,15-Oct-19,(83 ratings by Goodreads)
1574333372-862,https://www.bookdepository.com/bestsellers?page=4,,https://www.bookdepository.com/Daring-Greatly-Brene-Brown/9780241257401,"Daring Greatly : How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",4.27,SAR89.35 ,Brene Brown,Paperback,03-Dec-15,"(94,547 ratings by Goodreads)"
1574333330-842,https://www.bookdepository.com/bestsellers?page=4,,https://www.bookdepository.com/Five-Love-Languages-Revised-Edition-Gary-Chapman/9780802412706,Five Love Languages Revised Edition,4.24,SAR70.92 ,Gary Chapman,Paperback,12-Feb-15,"(232,059 ratings by Goodreads)"
1574333353-853,https://www.bookdepository.com/bestsellers?page=4,,https://www.bookdepository.com/Press-Here-Herve-Tullet/9780811879545,Press Here,4.44,SAR70.28 ,Herve Tullet,Hardback,01-Apr-11,"(18,983 ratings by Goodreads)"
1574333374-863,https://www.bookdepository.com/bestsellers?page=4,,https://www.bookdepository.com/Home-Work-Julie-Andrews/9781474602167,Home Work : A Memoir of My Hollywood Years,4.03,SAR105.20 ,Julie Andrews,Hardback,15-Oct-19,(948 ratings by Goodreads)
1574333370-861,https://www.bookdepository.com/bestsellers?page=4,,https://www.bookdepository.com/Starless-Sea-Erin-Morgenstern/9781910701461,The Starless Sea,4.26,SAR106.84 ,Erin Morgenstern,Paperback,05-Nov-19,"(3,245 ratings by Goodreads)"
1574333386-869,https://www.bookdepository.com/bestsellers?page=4,"44%
off",https://www.bookdepository.com/Friend-Request-Laura-Marshall/9780751568356,Friend Request : The most addictive psychological thriller you'll read this year,3.79,SAR71.86 ,Laura Marshall,Paperback,11-Jan-18,"(30,527 ratings by Goodreads)"
1574333359-856,https://www.bookdepository.com/bestsellers?page=4,,https://www.bookdepository.com/Overstory-Richard-Powers/9781784708245,The Overstory : Winner of the 2019 Pulitzer Prize for Fiction,4.19,SAR78.75 ,Richard Powers,Paperback,01-Jul-19,"(26,358 ratings by Goodreads)"
1574333351-852,https://www.bookdepository.com/bestsellers?page=4,"57%
off",https://www.bookdepository.com/Do-Androids-Dream-Electric-Sheep-Philip-K-Dick/9780575094185,Do Androids Dream Of Electric Sheep?,4.07,SAR20.21 ,Philip K. Dick,Paperback,20-Nov-17,"(248,971 ratings by Goodreads)"
1574333341-847,https://www.bookdepository.com/bestsellers?page=4,,https://www.bookdepository.com/Look-Inside-Space-Rob-Lloyd-Jones/9781409523383,Look Inside Space,4.49,SAR74.83 ,Rob Lloyd Jones,Hardback,29-Nov-12,(105 ratings by Goodreads)
1574333380-866,https://www.bookdepository.com/bestsellers?page=4,,https://www.bookdepository.com/Man-Who-Solved-Market-Gregory-Zuckerman/9780241422151,The Man Who Solved the Market : How Jim Simons Launched the Quant Revolution SHORTLISTED FOR THE FT & MCKINSEY BUSINESS BOOK OF THE YEAR AWARD 2019,5,SAR114.77 ,Gregory Zuckerman,Hardback,07-Nov-19,(2 ratings by Goodreads)
1574333376-864,https://www.bookdepository.com/bestsellers?page=4,,https://www.bookdepository.com/Handmaids-Tale-Margaret-Atwood/9780099511663,The Handmaid's Tale,4.09,SAR100.72 ,Margaret Atwood,Paperback,29-Jun-11,"(1,017,416 ratings by Goodreads)"
1574333382-867,https://www.bookdepository.com/bestsellers?page=4,,https://www.bookdepository.com/No-One-Is-Too-Small-Make-Difference-Greta-Thunberg/9780141991740,No One Is Too Small to Make a Difference,4.21,SAR39.40 ,Greta Thunberg,Paperback,30-May-19,"(3,240 ratings by Goodreads)"
1574333444-880,https://www.bookdepository.com/bestsellers?page=5,,https://www.bookdepository.com/Beast-Buckingham-Palace-David-Walliams/9780008262174,The Beast of Buckingham Palace,null,SAR92.45 ,David Walliams,Hardback,21-Nov-19,null
1574333438-877,https://www.bookdepository.com/bestsellers?page=5,"7%
off",https://www.bookdepository.com/LEGO-Gadgets-Editors-Klutz/9781338219630,LEGO Gadgets,4.83,SAR86.68 ,Editors of Klutz,Mixed media product,02-Aug-18,(6 ratings by Goodreads)
1574333426-871,https://www.bookdepository.com/bestsellers?page=5,"11%
off",https://www.bookdepository.com/Goodnight-Stories-for-Rebel-Girls-2-Elena-Favilli/9780997895827,Goodnight Stories for Rebel Girls 2,4.42,SAR116.16 ,Elena Favilli,Hardback,28-Feb-18,"(4,144 ratings by Goodreads)"
1574333453-884,https://www.bookdepository.com/bestsellers?page=5,,https://www.bookdepository.com/Toll-Neal-Shusterman/9781406385670,The Toll,4.41,SAR89.41 ,Neal Shusterman,Paperback,05-Nov-19,"(3,135 ratings by Goodreads)"
1574333446-881,https://www.bookdepository.com/bestsellers?page=5,"18%
off",https://www.bookdepository.com/Principles-Ray-Dalio/9781501124020,Principles : Life and Work,4.19,SAR115.51 ,Ray Dalio,Hardback,06-Nov-17,"(16,186 ratings by Goodreads)"
1574333428-872,https://www.bookdepository.com/bestsellers?page=5,,https://www.bookdepository.com/Room-on-Broom-Julia-Donaldson/9780142501122,Room on the Broom,4.44,SAR52.92 ,Julia Donaldson,Paperback,25-Aug-03,"(12,915 ratings by Goodreads)"
1574333451-883,https://www.bookdepository.com/bestsellers?page=5,,https://www.bookdepository.com/Girl-Who-Never-Made-Mistakes-Mark-Pett/9781402255441,The Girl Who Never Made Mistakes,4.02,SAR74.85 ,Mark Pett,Hardback,04-Nov-11,"(1,545 ratings by Goodreads)"
1574333432-874,https://www.bookdepository.com/bestsellers?page=5,,https://www.bookdepository.com/Highway-Rat-Julia-Donaldson/9781407170732,The Highway Rat,3.99,SAR83.41 ,Julia Donaldson,Paperback,01-Aug-17,"(1,518 ratings by Goodreads)"
1574333442-879,https://www.bookdepository.com/bestsellers?page=5,,https://www.bookdepository.com/What-If-Randall-Munroe/9781848549562,What If? : Serious Scientific Answers to Absurd Hypothetical Questions,4.16,SAR94.71 ,Randall Munroe,Paperback,12-Oct-15,"(74,471 ratings by Goodreads)"
1574333436-876,https://www.bookdepository.com/bestsellers?page=5,"69%
off",https://www.bookdepository.com/Earthsea-Ursula-K-Le-Guin/9780241956878,Earthsea : The First Four Books: A Wizard of Earthsea * The Tombs of Atuan * The Farthest Shore * Tehanu,4.26,SAR41.92 ,Ursula K. Le Guin,Paperback,16-Feb-12,"(7,983 ratings by Goodreads)"
1574333440-878,https://www.bookdepository.com/bestsellers?page=5,,https://www.bookdepository.com/Christmas-Shopaholic-Sophie-Kinsella/9781787631977,Christmas Shopaholic,4.25,SAR114.77 ,Sophie Kinsella,Paperback,31-Oct-19,(286 ratings by Goodreads)
1574333430-873,https://www.bookdepository.com/bestsellers?page=5,,https://www.bookdepository.com/Spy-Traitor-Ben-Macintyre/9780241972137,The Spy and the Traitor : The Greatest Espionage Story of the Cold War,4.45,SAR185.71 ,Ben Macintyre,Paperback,26-Jul-19,"(11,560 ratings by Goodreads)"
1574333434-875,https://www.bookdepository.com/bestsellers?page=5,"54%
off",https://www.bookdepository.com/Elements-Eloquence-Mark-Forsyth/9781785781728,The Elements of Eloquence : How to Turn the Perfect English Phrase,4.32,SAR20.74 ,Mark Forsyth,Paperback,03-Apr-18,"(3,928 ratings by Goodreads)"
1574333449-882,https://www.bookdepository.com/bestsellers?page=5,"51%
off",https://www.bookdepository.com/Gruffalo-Other-Stories-8-CD-Box-Set-Julia-Donaldson/9781509818273,The Gruffalo and Other Stories 8 CD Box Set,4.75,SAR58.59 ,Julia Donaldson,CD-Audio,16-Jun-16,(4 ratings by Goodreads)
1574333546-917,https://www.bookdepository.com/bestsellers?page=6,,https://www.bookdepository.com/Moonology-Diary-2020-Yasmin-Boland/9781788173377,Moonology Diary 2020,5,SAR79.74 ,Yasmin Boland,Paperback,30-Jul-19,(1 rating by Goodreads)
1574333568-927,https://www.bookdepository.com/bestsellers?page=6,,https://www.bookdepository.com/Bluey-Bluey/9781760894047,Bluey : Fruit Bat: A Glow-in-the-Dark Book,null,SAR58.61 ,Bluey,Board book,05-Nov-19,null
1574333552-920,https://www.bookdepository.com/bestsellers?page=6,,https://www.bookdepository.com/Jolly-Postman-or-Other-Peoples-Letters-Allan-Ahlberg/9780670886241,The Jolly Postman or Other People's Letters,4.49,SAR90.62 ,Allan Ahlberg,Hardback,20-Jun-11,"(10,487 ratings by Goodreads)"
1574333521-905,https://www.bookdepository.com/bestsellers?page=6,"6%
off",https://www.bookdepository.com/Rosie-Revere-Engineer-Andrea-Beaty/9781419708459,"Rosie Revere, Engineer",4.55,SAR66.42 ,Andrea Beaty,Hardback,03-Sep-13,"(7,170 ratings by Goodreads)"
1574333532-910,https://www.bookdepository.com/bestsellers?page=6,,https://www.bookdepository.com/Christmas-Eve-Tree-Delia-Huddy/9781406378542,The Christmas Eve Tree,3.88,SAR64.54 ,Delia Huddy,Hardback,02-Nov-17,(189 ratings by Goodreads)
1574333572-929,https://www.bookdepository.com/bestsellers?page=6,,https://www.bookdepository.com/Slinky-Malinkis-Christmas-Crackers-Lynley-Dodd/9780141501093,Slinky Malinki's Christmas Crackers,4.22,SAR66.32 ,Lynley Dodd,Paperback,06-Aug-09,(139 ratings by Goodreads)
1574333529-909,https://www.bookdepository.com/bestsellers?page=6,,https://www.bookdepository.com/Travelling-Cat-Chronicles-Hiro-Arikawa/9780857524195,The Travelling Cat Chronicles,4.28,SAR74.66 ,Hiro Arikawa,Paperback,30-Jan-18,"(12,151 ratings by Goodreads)"
1574333558-923,https://www.bookdepository.com/bestsellers?page=6,,https://www.bookdepository.com/Peppa-Pig-Little-Library-Peppa-Pig/9781409303183,Peppa Pig: Little Library,4.2,SAR59.27 ,Peppa Pig,Board book,20-Jun-11,(182 ratings by Goodreads)
1574333538-913,https://www.bookdepository.com/bestsellers?page=6,"31%
off",https://www.bookdepository.com/Last-Wish-Andrzej-Sapkowski/9780575082441,The Last Wish : Witcher 1: Introducing the Witcher,4.18,SAR32.52 ,Andrzej Sapkowski,Paperback,14-Feb-08,"(98,890 ratings by Goodreads)"
1574333556-922,https://www.bookdepository.com/bestsellers?page=6,,https://www.bookdepository.com/Minecraft-Annual-2020-Mojang-AB/9781405294461,Minecraft Annual 2020,4,SAR74.42 ,Mojang AB,Hardback,05-Sep-19,(1 rating by Goodreads)
1574333534-911,https://www.bookdepository.com/bestsellers?page=6,,https://www.bookdepository.com/Press-Here-Herve-Tullet/9781452178592,Press Here,4.44,SAR56.64 ,Herve Tullet,Hardback,12-Apr-19,"(19,319 ratings by Goodreads)"
1574333544-916,https://www.bookdepository.com/bestsellers?page=6,,https://www.bookdepository.com/How-Randall-Munroe/9781473680326,How To : THE SUNDAY TIMES BESTSELLER,4.23,SAR94.32 ,Randall Munroe,Hardback,03-Sep-19,"(2,523 ratings by Goodreads)"
1574333515-902,https://www.bookdepository.com/bestsellers?page=6,,https://www.bookdepository.com/How-Not-Die-Michael-Greger/9781509852505,How Not To Die : Discover the foods scientifically proven to prevent and reverse disease,4.51,SAR74.44 ,Michael Greger,Paperback,28-Dec-17,"(15,378 ratings by Goodreads)"
1574333550-919,https://www.bookdepository.com/bestsellers?page=6,,https://www.bookdepository.com/Gruffalo-Julia-Donaldson/9780142403877,The Gruffalo,4.48,SAR65.89 ,Julia Donaldson,Paperback,02-Mar-06,"(24,766 ratings by Goodreads)"
1574333542-915,https://www.bookdepository.com/bestsellers?page=6,,https://www.bookdepository.com/Beautiful-Oops-Barney-Saltzberg/9780761157281,Beautiful Oops!,4.54,SAR72.53 ,Barney Saltzberg,Board book,23-Sep-10,"(2,956 ratings by Goodreads)"
1574333536-912,https://www.bookdepository.com/bestsellers?page=6,,https://www.bookdepository.com/Alchemist-Paulo-Coelho/9780062355300,The Alchemist,3.85,SAR76.44 ,Paulo Coelho,Paperback,15-Apr-14,"(1,750,142 ratings by Goodreads)"
1574333525-907,https://www.bookdepository.com/bestsellers?page=6,"39%
off",https://www.bookdepository.com/Happiness-Trap-Russ-Harris/9781845298258,"The Happiness Trap : Stop Struggling, Start Living",4.11,SAR35.82 ,Russ Harris,Paperback,26-Jun-08,"(6,020 ratings by Goodreads)"
1574333566-926,https://www.bookdepository.com/bestsellers?page=6,,https://www.bookdepository.com/How-Change-Your-Mind-Michael-Pollan/9780141985138,How to Change Your Mind : The New Science of Psychedelics,4.28,SAR76.26 ,Michael Pollan,Paperback,18-Jul-19,"(22,096 ratings by Goodreads)"
1574333519-904,https://www.bookdepository.com/bestsellers?page=6,,https://www.bookdepository.com/Watchmen-Alan-Moore/9781401248192,Watchmen : International Edition,4.35,SAR197.30 ,Alan Moore,Paperback,24-May-16,"(433,102 ratings by Goodreads)"
1574333570-928,https://www.bookdepository.com/bestsellers?page=6,,https://www.bookdepository.com/Mans-Search-For-Meaning-Viktor-E-Frankl/9781844132393,Man's Search For Meaning : The classic tribute to hope from the Holocaust,4.35,SAR71.04 ,Viktor E. Frankl,Paperback,06-May-04,"(261,159 ratings by Goodreads)"
1574333554-921,https://www.bookdepository.com/bestsellers?page=6,"21%
off",https://www.bookdepository.com/Dungeons-Dragons-Players-Handbook-Dungeons-Dragons-Core-Rulebooks-Wizards-Coast/9780786965601,Dungeons & Dragons Player's Handbook (Dungeons & Dragons Core Rulebooks),4.56,SAR147.97 ,Wizards of the Coast,Hardback,29-Aug-14,"(5,028 ratings by Goodreads)"
1574333548-918,https://www.bookdepository.com/bestsellers?page=6,"70%
off",https://www.bookdepository.com/Sailor-who-Fell-from-Grace-with-Sea-Yukio-Mishima/9780099284796,The Sailor who Fell from Grace with the Sea,3.88,SAR19.63 ,Yukio Mishima,Paperback,29-Jun-11,"(14,420 ratings by Goodreads)"
1574333527-908,https://www.bookdepository.com/bestsellers?page=6,"13%
off",https://www.bookdepository.com/Intelligent-Investor-Benjamin-Graham/9780060555665,The Intelligent Investor,4.23,SAR81.54 ,Benjamin Graham,Paperback,23-Oct-03,"(52,629 ratings by Goodreads)"
1574333564-925,https://www.bookdepository.com/bestsellers?page=6,,https://www.bookdepository.com/Laws-Human-Nature-Robert-Greene/9781781259191,The Laws of Human Nature,4.4,SAR161.77 ,Robert Greene,Paperback,24-Oct-18,"(3,506 ratings by Goodreads)"
1574333523-906,https://www.bookdepository.com/bestsellers?page=6,,https://www.bookdepository.com/Stillness-is-Key-Ryan-Holiday/9781788162050,Stillness is the Key : An Ancient Strategy for Modern Life,4.3,SAR82.14 ,Ryan Holiday,Hardback,10-Oct-19,(356 ratings by Goodreads)
1574333540-914,https://www.bookdepository.com/bestsellers?page=6,,https://www.bookdepository.com/Wheres-Spot-Eric-Hill/9780723263661,Where's Spot?,4.07,SAR69.73 ,Eric Hill,Board book,21-Jun-11,"(15,108 ratings by Goodreads)"
1574333574-930,https://www.bookdepository.com/bestsellers?page=6,,https://www.bookdepository.com/Goodnight-Moon-Margaret-Wise-Brown/9780694003617,Goodnight Moon,4.27,SAR54.16 ,Margaret Wise Brown,Board book,08-Jul-11,"(257,574 ratings by Goodreads)"
1574333513-901,https://www.bookdepository.com/bestsellers?page=6,,https://www.bookdepository.com/Lift-Flap-Very-First-Questions-Answers-Katie-Daynes/9781474917902,Lift-The-Flap Very First Questions & Answers : What is Poo?,4.53,SAR65.18 ,Katie Daynes,Board book,17-Nov-16,(118 ratings by Goodreads)
1574333517-903,https://www.bookdepository.com/bestsellers?page=6,,https://www.bookdepository.com/How-Draw-Almost-Everything-Chika-Miyata/9781631591402,How to Draw Almost Everything : An Illustrated Sourcebook,4.18,SAR79.10 ,Chika Miyata,Paperback,19-Jan-17,(77 ratings by Goodreads)
1574333560-924,https://www.bookdepository.com/bestsellers?page=6,,https://www.bookdepository.com/Montessori-Toddler-Simone-Davies/9781523506897,The Montessori Toddler : A Parent's Guide to Raising a Curious and Responsible Human Being,4.45,SAR76.28 ,Simone Davies,Paperback,12-Apr-19,(742 ratings by Goodreads)
1574333677-960,https://www.bookdepository.com/bestsellers?page=7,,https://www.bookdepository.com/Born-Crime-Trevor-Noah/9781473635302,Born A Crime : Stories from a South African Childhood,4.46,SAR93.82 ,Trevor Noah,Paperback,21-Sep-17,"(242,749 ratings by Goodreads)"
1574333648-946,https://www.bookdepository.com/bestsellers?page=7,,https://www.bookdepository.com/Invisible-String-Patrice-Karst/9780316486231,The Invisible String,4.42,SAR83.80 ,Patrice Karst,Paperback,30-Oct-18,"(1,148 ratings by Goodreads)"
1574333636-940,https://www.bookdepository.com/bestsellers?page=7,,https://www.bookdepository.com/Wheres-Unicorn-Sophie-Schrey/9781782439073,Where's the Unicorn? : A Magical Search-and-Find Book,3.98,SAR59.50 ,Sophie Schrey,Paperback,19-Oct-17,(68 ratings by Goodreads)
1574333661-952,https://www.bookdepository.com/bestsellers?page=7,,https://www.bookdepository.com/Where-Is-Green-Sheep-Judy-Horacek/9780152067045,Where Is the Green Sheep?,4.2,SAR52.51 ,Judy Horacek,Board book,16-Mar-09,"(6,445 ratings by Goodreads)"
1574333650-947,https://www.bookdepository.com/bestsellers?page=7,"22%
off",https://www.bookdepository.com/How-Grow-Old-John-Bishop/9781529105391,How to Grow Old : A middle-aged man moaning,5,SAR101.34 ,John Bishop,Hardback,01-Jan-20,(2 ratings by Goodreads)
1574333667-955,https://www.bookdepository.com/bestsellers?page=7,,https://www.bookdepository.com/Squash-Squeeze-Julia-Donaldson/9781509804788,A Squash and a Squeeze,4.16,SAR61.84 ,Julia Donaldson,Paperback,23-Sep-16,"(3,317 ratings by Goodreads)"
1574333628-936,https://www.bookdepository.com/bestsellers?page=7,,https://www.bookdepository.com/Book-With-No-Pictures-B-J-Novak/9780141361796,The Book With No Pictures,4.35,SAR73.88 ,B. J. Novak,Paperback,04-Feb-16,"(17,471 ratings by Goodreads)"
1574333640-942,https://www.bookdepository.com/bestsellers?page=7,,https://www.bookdepository.com/Harry-Potter-Chamber-Secrets-J-K-Rowling/9781408845653,Harry Potter and the Chamber of Secrets : Illustrated Edition,4.41,SAR67.77 ,J. K. Rowling,Hardback,13-Oct-16,"(2,356,002 ratings by Goodreads)"
1574333665-954,https://www.bookdepository.com/bestsellers?page=7,,https://www.bookdepository.com/Aristotle-Dante-Discover-Secrets-Universe-Benjamin-Alire-Saenz/9781442408937,Aristotle and Dante Discover the Secrets of the Universe,4.34,SAR86.80 ,Benjamin Alire Saenz,Paperback,24-Mar-15,"(127,250 ratings by Goodreads)"
1574333638-941,https://www.bookdepository.com/bestsellers?page=7,,https://www.bookdepository.com/When-Body-Says-No-Dr-Gabor-Mate/9781785042225,When the Body Says No : The Cost of Hidden Stress,4.29,SAR78.21 ,Dr Gabor Mate,Paperback,03-Jan-19,"(2,924 ratings by Goodreads)"
1574333621-933,https://www.bookdepository.com/bestsellers?page=7,,https://www.bookdepository.com/Gifts-Imperfection-Brene-Brown/9781592858491,"Gifts Of Imperfection, The:",4.2,SAR68.67 ,Brene Brown,Paperback,04-Oct-10,"(73,675 ratings by Goodreads)"
1574333652-948,https://www.bookdepository.com/bestsellers?page=7,,https://www.bookdepository.com/Blue-Moon-Lee-Child/9781787632196,Blue Moon : (Jack Reacher 24),4.12,SAR102.25 ,Lee Child,Hardback,29-Oct-19,"(8,077 ratings by Goodreads)"
1574333617-931,https://www.bookdepository.com/bestsellers?page=7,,https://www.bookdepository.com/His-Dark-Materials-Philip-Pullman/9780440238607,His Dark Materials,4.25,SAR100.74 ,Philip Pullman,Paperback,23-Sep-03,"(121,978 ratings by Goodreads)"
1574333634-939,https://www.bookdepository.com/bestsellers?page=7,,https://www.bookdepository.com/Seven-Husbands-Evelyn-Hugo-TAYLOR-JENKINS-REID/9781501161933,The Seven Husbands of Evelyn Hugo : A Novel,4.31,SAR94.17 ,TAYLOR JENKINS REID,Paperback,31-May-18,"(105,786 ratings by Goodreads)"
1574333671-957,https://www.bookdepository.com/bestsellers?page=7,,https://www.bookdepository.com/Little-Witchs-Big-Night-Deborah-Hautzig/9780394865874,Little Witch's Big Night : Step Into Reading 3,4.13,SAR41.19 ,Deborah Hautzig,Paperback,12-Oct-84,(219 ratings by Goodreads)
1574333626-935,https://www.bookdepository.com/bestsellers?page=7,,https://www.bookdepository.com/Giver-Lois-Lowry/9780007578498,The Giver,4.12,SAR108.17 ,Lois Lowry,Paperback,16-Dec-16,"(1,361,136 ratings by Goodreads)"
1574333642-943,https://www.bookdepository.com/bestsellers?page=7,,https://www.bookdepository.com/Permanent-Record-Edward-Snowden/9781529035650,Permanent Record,4.46,SAR98.01 ,Edward Snowden,Hardback,17-Sep-19,"(1,707 ratings by Goodreads)"
1574333632-938,https://www.bookdepository.com/bestsellers?page=7,,https://www.bookdepository.com/Where-Crawdads-Sing-Delia-Owens/9781472154644,Where the Crawdads Sing,4.5,SAR100.66 ,Delia Owens,Hardback,22-Jan-19,"(433,414 ratings by Goodreads)"
1574333654-949,https://www.bookdepository.com/bestsellers?page=7,,https://www.bookdepository.com/How-Talk-So-Little-Kids-Will-Listen-Joanna-Faber/9781848126145,How To Talk So Little Kids Will Listen : A Survival Guide to Life with Children Ages 2-7,4.37,SAR76.95 ,Joanna Faber,Paperback,26-Jan-17,"(2,561 ratings by Goodreads)"
1574333646-945,https://www.bookdepository.com/bestsellers?page=7,,https://www.bookdepository.com/Billion-Dollar-Whale-Tom-Wright/9781912854547,"Billion Dollar Whale : the man who fooled Wall Street, Hollywood, and the world",3.99,SAR76.26 ,Tom Wright,Paperback,12-Sep-19,"(10,274 ratings by Goodreads)"
1574333675-959,https://www.bookdepository.com/bestsellers?page=7,"30%
off",https://www.bookdepository.com/26-Storey-Treehouse-Andy-Griffiths/9781447279808,The 26-Storey Treehouse,4.29,SAR23.46 ,Andy Griffiths,Paperback,07-May-15,"(3,780 ratings by Goodreads)"
1574333624-934,https://www.bookdepository.com/bestsellers?page=7,"49%
off",https://www.bookdepository.com/Storm-Teacup-Helen-Czerski/9781784160753,Storm in a Teacup : The Physics of Everyday Life,4,SAR102.58 ,Helen Czerski,Paperback,01-Jun-17,"(1,902 ratings by Goodreads)"
1574333656-950,https://www.bookdepository.com/bestsellers?page=7,,https://www.bookdepository.com/Peep-Inside-Animal-Homes-Anna-Milbourne/9781409550181,Peep Inside Animal Homes,4.41,SAR65.18 ,Anna Milbourne,Board book,05-Mar-14,(102 ratings by Goodreads)
1574333619-932,https://www.bookdepository.com/bestsellers?page=7,,https://www.bookdepository.com/Factfulness-Hans-Rosling/9781473637498,Factfulness : Ten Reasons We're Wrong About The World - And Why Things Are Better Than You Think,4.35,SAR69.93 ,Hans Rosling,Paperback,26-Mar-19,"(54,702 ratings by Goodreads)"
1574333669-956,https://www.bookdepository.com/bestsellers?page=7,,https://www.bookdepository.com/Before-We-Were-Yours-Lisa-Wingate/9781787473102,Before We Were Yours : The absolutely heartbreaking summer read of 2019,4.36,SAR67.15 ,Lisa Wingate,Paperback,12-Jul-18,"(160,455 ratings by Goodreads)"
1574333658-951,https://www.bookdepository.com/bestsellers?page=7,,https://www.bookdepository.com/What-Do-When-You-Worry-Too-Much-Dawn-Huebner/9781591473145,What to Do When You Worry Too Much : A Kid's Guide to Overcoming Anxiety,4.34,SAR66.14 ,Dawn Huebner,Paperback,31-Oct-05,"(1,250 ratings by Goodreads)"
1574333673-958,https://www.bookdepository.com/bestsellers?page=7,"73%
off",https://www.bookdepository.com/Horrible-Geography-10-Book-Boxset-Anita-Ganeri/9781407135182,Horrible Geography 10 Book Boxset,4.29,SAR69.60 ,Anita Ganeri,Paperback,02-Feb-12,(34 ratings by Goodreads)
1574333630-937,https://www.bookdepository.com/bestsellers?page=7,,https://www.bookdepository.com/Fahrenheit-451-Ray-Bradbury/9781451690316,Fahrenheit 451,3.98,SAR91.39 ,Ray Bradbury,Paperback,23-May-12,"(1,294,690 ratings by Goodreads)"
1574333663-953,https://www.bookdepository.com/bestsellers?page=7,,https://www.bookdepository.com/Wheres-Wally-Martin-Handford/9781406313185,Where's Wally?,4.13,SAR45.11 ,Martin Handford,Paperback,22-Jul-11,"(6,159 ratings by Goodreads)"
1574333644-944,https://www.bookdepository.com/bestsellers?page=7,,https://www.bookdepository.com/Seven-Principles-For-Making-Marriage-Work-John-Gottman/9781841882956,The Seven Principles For Making Marriage Work : A practical guide from the international bestselling relationship expert,4.21,SAR69.93 ,John Gottman,Paperback,22-Mar-18,"(13,775 ratings by Goodreads)"
1574335866-992,https://www.bookdepository.com/bestsellers?page=8,,https://www.bookdepository.com/Call-Me-By-Your-Name-Andre-Aciman/9781786495259,Call Me By Your Name,4.26,SAR89.43 ,Andre Aciman,Paperback,03-Apr-18,"(124,805 ratings by Goodreads)"
1574335882-1000,https://www.bookdepository.com/bestsellers?page=8,,https://www.bookdepository.com/Dishoom-Shamil-Thakrar/9781408890677,Dishoom : From Bombay with Love,4.62,SAR146.47 ,Shamil Thakrar,Hardback,31-Dec-19,(16 ratings by Goodreads)
